Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20230411;9;21950;20598,113
20230411;10;22200;20852,638
20230411;11;22200;20430,188
20230411;12;22350;20405,963
20230411;13;22500;20488,700
20230411;14;22650;20305,875
20230411;15;22000;19893,513
20230411;16;21800;19963,175
20230411;17;21450;20267,088
20230411;18;21350;20439,238
20230411;19;21300;20541,800
20230411;20;22550;21476,575
20230411;21;22550;21961,263
20230411;22;21600;20497,125
20230411;23;19650;18860,688
20230411;24;18400;17421,375
20230412;1;17250;16329,225
20230412;2;16600;15763,313
20230412;3;16300;15551,000
20230412;4;16400;15575,813
20230412;5;16850;15961,875
20230412;6;18000;16790,050
20230412;7;20700;19429,388
20230412;8;22200;21621,588
20230412;9;22650;22382,963
20230412;10;22650;22484,075
20230412;11;22450;22238,925
20230412;12;22550;22076,725
20230412;13;22600;22155,538
20230412;14;22750;21548,163
20230412;15;22150;21015,900
20230412;16;22050;20924,675
20230412;17;21700;20766,613
20230412;18;21500;20687,925
20230412;19;21600;20825,363
20230412;20;22750;21517,700
20230412;21;22750;22037,250
20230412;22;21850;20515,588
20230412;23;19950;18962,075
20230412;24;18550;17478,125


20230412;1;17250;16329,225
20230412;2;16600;15763,313
20230412;3;16300;15551,000
20230412;4;16400;15575,813
20230412;5;16850;15961,875
20230412;6;18000;16790,050
20230412;7;20700;19429,388
20230412;8;22200;21621,588
20230412;9;22650;22382,963
20230412;10;22650;22484,075
20230412;11;22450;22238,925
20230412;12;22550;22076,725
20230412;13;22600;22155,538
20230412;14;22750;21548,163
20230412;15;22150;21015,900
20230412;16;22050;20924,675
20230412;17;21700;20766,613
20230412;18;21500;20687,925
20230412;19;21600;20825,363
20230412;20;22750;21517,700
20230412;21;22750;22037,250
20230412;22;21850;20515,588
20230412;23;19950;18962,075
20230412;24;18550;17478,125
20230413;1;16800;16557,675
20230413;2;16150;15951,875
20230413;3;15850;15695,038
20230413;4;15950;15878,500
20230413;5;16450;16337,338
20230413;6;17350;16931,900
20230413;7;20200;19265,650
20230413;8;21600;21161,163
20230413;9;22050;21913,913
20230413;10;22050;21862,225
20230413;11;21950;20983,688
20230413;12;22050;21118,825
20230413;13;22200;21076,488
20230413;14;22350;20962,275
20230413;15;21900;20495,238
20230413;16;21800;21086,213
20230413;17;21450;21261,625
20230413;18;21250;21356,250
20230413;19;21350;21373,063
20230413;20;22450;21952,250
20230413;21;22450;22269,100
20230413;22;21550;20760,375
20230413;23;19650;19183,575
20230413;24;18250;17754,388


20230413;1;16800;16557,675
20230413;2;16150;15951,875
20230413;3;15850;15695,038
20230413;4;15950;15878,500
20230413;5;16450;16337,338
20230413;6;17350;16931,900
20230413;7;20200;19265,650
20230413;8;21600;21161,163
20230413;9;22050;21913,913
20230413;10;22050;21862,225
20230413;11;21950;20983,688
20230413;12;22050;21118,825
20230413;13;22200;21076,488
20230413;14;22350;20962,275
20230413;15;21900;20495,238
20230413;16;21800;21086,213
20230413;17;21450;21261,625
20230413;18;21250;21356,250
20230413;19;21350;21373,063
20230413;20;22450;21952,250
20230413;21;22450;22269,100
20230413;22;21550;20760,375
20230413;23;19650;19183,575
20230413;24;18250;17754,388
20230414;1;16800;16681,600
20230414;2;16150;16152,738
20230414;3;15850;15839,350
20230414;4;15950;15904,763
20230414;5;16450;16303,538
20230414;6;17550;16844,625
20230414;7;20850;19099,988
20230414;8;22250;21126,138
20230414;9;22800;21905,925
20230414;10;22800;21567,175
20230414;11;22700;20678,163
20230414;12;22700;20742,938
20230414;13;22650;20783,438
20230414;14;22500;20668,988
20230414;15;21750;20286,663
20230414;16;21500;20398,838
20230414;17;21250;20280,650
20230414;18;20900;20300,988
20230414;19;21200;20427,175
20230414;20;22300;20976,013
20230414;21;22350;21328,350
20230414;22;21450;19960,625
20230414;23;19550;18358,725
20230414;24;18050;17223,850


20230414;1;16800;16681,600
20230414;2;16150;16152,738
20230414;3;15850;15839,350
20230414;4;15950;15904,763
20230414;5;16450;16303,538
20230414;6;17550;16844,625
20230414;7;20850;19099,988
20230414;8;22250;21126,138
20230414;9;22800;21905,925
20230414;10;22800;21567,175
20230414;11;22700;20678,163
20230414;12;22700;20742,938
20230414;13;22650;20783,438
20230414;14;22500;20668,988
20230414;15;21750;20286,663
20230414;16;21500;20398,838
20230414;17;21250;20280,650
20230414;18;20900;20300,988
20230414;19;21200;20427,175
20230414;20;22300;20976,013
20230414;21;22350;21328,350
20230414;22;21450;19960,625
20230414;23;19550;18358,725
20230414;24;18050;17223,850
20230415;1;16650;16265,713
20230415;2;16000;15712,450
20230415;3;15600;15318,250
20230415;4;15600;15327,575
20230415;5;15700;15558,463
20230415;6;15700;15393,938
20230415;7;16950;15890,425
20230415;8;18200;17029,875
20230415;9;19350;18379,888
20230415;10;19650;19033,263
20230415;11;19650;18870,575
20230415;12;19700;18980,225
20230415;13;19700;18961,125
20230415;14;19550;18953,800
20230415;15;19150;18230,438
20230415;16;18750;17827,575
20230415;17;18550;17655,500
20230415;18;18350;17904,100
20230415;19;18250;18145,800
20230415;20;19100;18667,213
20230415;21;19400;19190,350
20230415;22;18950;18105,275
20230415;23;17600;17028,988
20230415;24;16450;15760,363


20230415;1;16650;16265,713
20230415;2;16000;15712,450
20230415;3;15600;15318,250
20230415;4;15600;15327,575
20230415;5;15700;15558,463
20230415;6;15700;15393,938
20230415;7;16950;15890,425
20230415;8;18200;17029,875
20230415;9;19350;18379,888
20230415;10;19650;19033,263
20230415;11;19650;18870,575
20230415;12;19700;18980,225
20230415;13;19700;18961,125
20230415;14;19550;18953,800
20230415;15;19150;18230,438
20230415;16;18750;17827,575
20230415;17;18550;17655,500
20230415;18;18350;17904,100
20230415;19;18250;18145,800
20230415;20;19100;18667,213
20230415;21;19400;19190,350
20230415;22;18950;18105,275
20230415;23;17600;17028,988
20230415;24;16450;15760,363
20230416;1;15200;14860,813
20230416;2;14400;14256,288
20230416;3;14000;13933,363
20230416;4;13850;13838,963
20230416;5;13900;13828,400
20230416;6;13800;13682,925
20230416;7;14300;13873,300
20230416;8;15250;14733,975
20230416;9;16200;15547,313
20230416;10;17050;16340,475
20230416;11;17300;16419,800
20230416;12;17450;16425,563
20230416;13;17400;16237,500
20230416;14;17350;16311,388
20230416;15;16850;16145,050
20230416;16;16500;15767,838
20230416;17;16250;15674,563
20230416;18;16400;16159,838
20230416;19;16800;16642,488
20230416;20;18450;17496,113
20230416;21;18750;18295,425
20230416;22;18150;17550,938
20230416;23;17150;16663,813
20230416;24;16150;15565,888


20230416;1;15200;14860,813
20230416;2;14400;14256,288
20230416;3;14000;13933,363
20230416;4;13850;13838,963
20230416;5;13900;13828,400
20230416;6;13800;13682,925
20230416;7;14300;13873,300
20230416;8;15250;14733,975
20230416;9;16200;15547,313
20230416;10;17050;16340,475
20230416;11;17300;16419,800
20230416;12;17450;16425,563
20230416;13;17400;16237,500
20230416;14;17350;16311,388
20230416;15;16850;16145,050
20230416;16;16500;15767,838
20230416;17;16250;15674,563
20230416;18;16400;16159,838
20230416;19;16800;16642,488
20230416;20;18450;17496,113
20230416;21;18750;18295,425
20230416;22;18150;17550,938
20230416;23;17150;16663,813
20230416;24;16150;15565,888
20230417;1;15000;14818,213
20230417;2;14500;14290,688
20230417;3;14300;14181,838
20230417;4;14500;14221,488
20230417;5;15050;14723,600
20230417;6;16850;15495,275
20230417;7;20200;18293,588
20230417;8;21850;20713,138
20230417;9;22550;21795,113
20230417;10;22600;21736,350
20230417;11;22050;21404,850
20230417;12;22100;21697,600
20230417;13;22200;21695,088
20230417;14;22300;21692,463
20230417;15;21600;21413,988
20230417;16;21550;21390,288
20230417;17;21400;21085,838
20230417;18;21200;20843,025
20230417;19;21350;20838,950
20230417;20;22400;21296,775
20230417;21;22600;21758,513
20230417;22;21500;20434,425
20230417;23;19650;18779,500
20230417;24;18150;17419,825


20230417;1;15000;14818,213
20230417;2;14500;14290,688
20230417;3;14300;14181,838
20230417;4;14500;14221,488
20230417;5;15050;14723,600
20230417;6;16850;15495,275
20230417;7;20200;18293,588
20230417;8;21850;20713,138
20230417;9;22550;21795,113
20230417;10;22600;21736,350
20230417;11;22050;21404,850
20230417;12;22100;21697,600
20230417;13;22200;21695,088
20230417;14;22300;21692,463
20230417;15;21600;21413,988
20230417;16;21550;21390,288
20230417;17;21400;21085,838
20230417;18;21200;20843,025
20230417;19;21350;20838,950
20230417;20;22400;21296,775
20230417;21;22600;21758,513
20230417;22;21500;20434,425
20230417;23;19650;18779,500
20230417;24;18150;17419,825
20230418;1;16700;16335,250
20230418;2;16050;15740,850
20230418;3;15750;15397,538
20230418;4;15850;15442,925
20230418;5;16400;15835,475
20230418;6;17400;16455,113
20230418;7;20650;18945,138
20230418;8;22000;20899,063
20230418;9;22550;21687,000
20230418;10;22550;21590,800
20230418;11;22150;20978,075
20230418;12;22150;21055,288
20230418;13;22100;21044,675
20230418;14;22200;21066,700
20230418;15;21400;20734,613
20230418;16;21250;20737,950
20230418;17;21200;20778,388
20230418;18;21050;20560,688
20230418;19;21200;20879,125
20230418;20;22350;21405,000
20230418;21;22550;21843,263
20230418;22;21500;20380,800
20230418;23;19650;18704,488
20230418;24;18150;17378,463


20230418;1;16700;16335,250
20230418;2;16050;15740,850
20230418;3;15750;15397,538
20230418;4;15850;15442,925
20230418;5;16400;15835,475
20230418;6;17400;16455,113
20230418;7;20650;18945,138
20230418;8;22000;20899,063
20230418;9;22550;21687,000
20230418;10;22550;21590,800
20230418;11;22150;20978,075
20230418;12;22150;21055,288
20230418;13;22100;21044,675
20230418;14;22200;21066,700
20230418;15;21400;20734,613
20230418;16;21250;20737,950
20230418;17;21200;20778,388
20230418;18;21050;20560,688
20230418;19;21200;20879,125
20230418;20;22350;21405,000
20230418;21;22550;21843,263
20230418;22;21500;20380,800
20230418;23;19650;18704,488
20230418;24;18150;17378,463
20230419;1;16950;16371,188
20230419;2;16300;15687,025
20230419;3;16000;15583,050
20230419;4;16200;15630,288
20230419;5;16750;15943,838
20230419;6;17800;16579,888
20230419;7;20950;19075,100
20230419;8;22350;21283,638
20230419;9;22850;22261,688
20230419;10;22850;22434,650
20230419;11;22700;22312,775
20230419;12;22700;22470,013
20230419;13;22700;22757,425
20230419;14;22700;22493,063
20230419;15;21850;22341,138
20230419;16;21850;21984,438
20230419;17;21850;21581,875
20230419;18;21800;21554,700
20230419;19;21900;21664,613
20230419;20;22550;22159,638
20230419;21;22550;22523,875
20230419;22;21500;21150,888
20230419;23;19700;19362,638
20230419;24;18250;17962,838


20230419;1;16950;16371,188
20230419;2;16300;15687,025
20230419;3;16000;15583,050
20230419;4;16200;15630,288
20230419;5;16750;15943,838
20230419;6;17800;16579,888
20230419;7;20950;19075,100
20230419;8;22350;21283,638
20230419;9;22850;22261,688
20230419;10;22850;22434,650
20230419;11;22700;22312,775
20230419;12;22700;22470,013
20230419;13;22700;22757,425
20230419;14;22700;22493,063
20230419;15;21850;22341,138
20230419;16;21850;21984,438
20230419;17;21850;21581,875
20230419;18;21800;21554,700
20230419;19;21900;21664,613
20230419;20;22550;22159,638
20230419;21;22550;22523,875
20230419;22;21500;21150,888
20230419;23;19700;19362,638
20230419;24;18250;17962,838
20230420;1;16700;16756,213
20230420;2;16050;16161,388
20230420;3;15600;15869,875
20230420;4;15650;15922,325
20230420;5;16350;16238,225
20230420;6;17300;16738,363
20230420;7;20550;19109,950
20230420;8;21750;21104,613
20230420;9;22250;21962,225
20230420;10;22250;21690,638
20230420;11;21750;21136,025
20230420;12;21750;21101,688
20230420;13;21850;20986,950
20230420;14;21900;20401,563
20230420;15;21350;20116,900
20230420;16;21350;20728,588
20230420;17;21200;20323,350
20230420;18;21000;20391,125
20230420;19;21250;20382,825
20230420;20;21900;20995,125
20230420;21;22000;21691,788
20230420;22;21200;20389,638
20230420;23;19400;18629,900
20230420;24;17900;17313,950


20230420;1;16700;16756,213
20230420;2;16050;16161,388
20230420;3;15600;15869,875
20230420;4;15650;15922,325
20230420;5;16350;16238,225
20230420;6;17300;16738,363
20230420;7;20550;19109,950
20230420;8;21750;21104,613
20230420;9;22250;21962,225
20230420;10;22250;21690,638
20230420;11;21750;21136,025
20230420;12;21750;21101,688
20230420;13;21850;20986,950
20230420;14;21900;20401,563
20230420;15;21350;20116,900
20230420;16;21350;20728,588
20230420;17;21200;20323,350
20230420;18;21000;20391,125
20230420;19;21250;20382,825
20230420;20;21900;20995,125
20230420;21;22000;21691,788
20230420;22;21200;20389,638
20230420;23;19400;18629,900
20230420;24;17900;17313,950
20230421;1;16700;16237,375
20230421;2;16050;15683,038
20230421;3;15650;15337,350
20230421;4;15700;15406,463
20230421;5;16300;15750,450
20230421;6;17150;16319,588
20230421;7;20450;18577,538
20230421;8;21550;20438,475
20230421;9;22100;21216,063
20230421;10;22100;20757,513
20230421;11;21250;19932,488
20230421;12;21250;19998,150
20230421;13;21350;19894,838
20230421;14;21550;19560,538
20230421;15;20950;19243,088
20230421;16;20900;19766,450
20230421;17;20900;19694,038
20230421;18;20750;19872,588
20230421;19;21000;20004,725
20230421;20;21700;20428,888
20230421;21;21850;21142,400
20230421;22;20900;20124,100
20230421;23;19050;18460,600
20230421;24;17550;17075,263


20230421;1;16700;16237,375
20230421;2;16050;15683,038
20230421;3;15650;15337,350
20230421;4;15700;15406,463
20230421;5;16300;15750,450
20230421;6;17150;16319,588
20230421;7;20450;18577,538
20230421;8;21550;20438,475
20230421;9;22100;21216,063
20230421;10;22100;20757,513
20230421;11;21250;19932,488
20230421;12;21250;19998,150
20230421;13;21350;19894,838
20230421;14;21550;19560,538
20230421;15;20950;19243,088
20230421;16;20900;19766,450
20230421;17;20900;19694,038
20230421;18;20750;19872,588
20230421;19;21000;20004,725
20230421;20;21700;20428,888
20230421;21;21850;21142,400
20230421;22;20900;20124,100
20230421;23;19050;18460,600
20230421;24;17550;17075,263
20230422;1;16550;16145,063
20230422;2;15900;15478,888
20230422;3;15500;15145,488
20230422;4;15450;15131,775
20230422;5;15550;15313,113
20230422;6;15550;15178,650
20230422;7;16450;15926,838
20230422;8;17650;17177,838
20230422;9;18700;18289,613
20230422;10;19100;18369,938
20230422;11;19000;18088,450
20230422;12;18800;17903,875
20230422;13;18600;17448,475
20230422;14;18250;17337,863
20230422;15;17850;16972,113
20230422;16;17550;16778,138
20230422;17;17500;16897,600
20230422;18;17500;17062,113
20230422;19;17700;17362,438
20230422;20;18700;17786,538
20230422;21;19000;18622,900
20230422;22;18550;17842,563
20230422;23;17150;16539,663
20230422;24;16000;15298,425


20230422;1;16550;16145,063
20230422;2;15900;15478,888
20230422;3;15500;15145,488
20230422;4;15450;15131,775
20230422;5;15550;15313,113
20230422;6;15550;15178,650
20230422;7;16450;15926,838
20230422;8;17650;17177,838
20230422;9;18700;18289,613
20230422;10;19100;18369,938
20230422;11;19000;18088,450
20230422;12;18800;17903,875
20230422;13;18600;17448,475
20230422;14;18250;17337,863
20230422;15;17850;16972,113
20230422;16;17550;16778,138
20230422;17;17500;16897,600
20230422;18;17500;17062,113
20230422;19;17700;17362,438
20230422;20;18700;17786,538
20230422;21;19000;18622,900
20230422;22;18550;17842,563
20230422;23;17150;16539,663
20230422;24;16000;15298,425
20230423;1;14800;14277,175
20230423;2;14050;13571,863
20230423;3;13650;13184,725
20230423;4;13500;13034,525
20230423;5;13500;13019,250
20230423;6;13350;12711,963
20230423;7;13800;13051,750
20230423;8;14750;13932,463
20230423;9;15600;14939,563
20230423;10;16200;15481,800
20230423;11;16300;15430,238
20230423;12;16100;15300,400
20230423;13;15900;15334,400
20230423;14;15800;14907,125
20230423;15;15500;14825,150
20230423;16;15200;15203,475
20230423;17;15200;15278,700
20230423;18;15350;15275,400
20230423;19;16000;15944,413
20230423;20;17550;16858,125
20230423;21;17950;17693,138
20230423;22;17500;17032,225
20230423;23;16500;16077,100
20230423;24;15550;15105,350


20230423;1;14800;14277,175
20230423;2;14050;13571,863
20230423;3;13650;13184,725
20230423;4;13500;13034,525
20230423;5;13500;13019,250
20230423;6;13350;12711,963
20230423;7;13800;13051,750
20230423;8;14750;13932,463
20230423;9;15600;14939,563
20230423;10;16200;15481,800
20230423;11;16300;15430,238
20230423;12;16100;15300,400
20230423;13;15900;15334,400
20230423;14;15800;14907,125
20230423;15;15500;14825,150
20230423;16;15200;15203,475
20230423;17;15200;15278,700
20230423;18;15350;15275,400
20230423;19;16000;15944,413
20230423;20;17550;16858,125
20230423;21;17950;17693,138
20230423;22;17500;17032,225
20230423;23;16500;16077,100
20230423;24;15550;15105,350
20230424;1;14600;14323,975
20230424;2;14200;13810,813
20230424;3;14100;13629,675
20230424;4;14300;13771,163
20230424;5;14950;14094,513
20230424;6;16450;14828,613
20230424;7;19700;17577,100
20230424;8;21600;19609,900
20230424;9;22200;20435,588
20230424;10;22200;20250,425
20230424;11;22000;19563,950
20230424;12;22000;19455,125
20230424;13;22000;19545,638
20230424;14;22050;19522,438
20230424;15;21500;19737,075
20230424;16;21500;20084,088
20230424;17;21300;20023,825
20230424;18;21150;20207,738
20230424;19;21300;20163,425
20230424;20;21950;20634,438
20230424;21;22150;21306,838
20230424;22;21100;20093,588
20230424;23;19250;18351,038
20230424;24;17750;16969,900


20230424;1;14600;14323,975
20230424;2;14200;13810,813
20230424;3;14100;13629,675
20230424;4;14300;13771,163
20230424;5;14950;14094,513
20230424;6;16450;14828,613
20230424;7;19700;17577,100
20230424;8;21600;19609,900
20230424;9;22200;20435,588
20230424;10;22200;20250,425
20230424;11;22000;19563,950
20230424;12;22000;19455,125
20230424;13;22000;19545,638
20230424;14;22050;19522,438
20230424;15;21500;19737,075
20230424;16;21500;20084,088
20230424;17;21300;20023,825
20230424;18;21150;20207,738
20230424;19;21300;20163,425
20230424;20;21950;20634,438
20230424;21;22150;21306,838
20230424;22;21100;20093,588
20230424;23;19250;18351,038
20230424;24;17750;16969,900
20230425;1;16750;15980,638
20230425;2;16100;15504,025
20230425;3;15700;15202,600
20230425;4;15750;15259,063
20230425;5;16350;15624,925
20230425;6;17200;16162,225
20230425;7;20500;18685,338
20230425;8;21800;20719,150
20230425;9;22250;21640,650
20230425;10;22250;21540,725
20230425;11;22150;21506,488
20230425;12;22150;21878,488
20230425;13;22250;21884,850
20230425;14;22450;21785,850
20230425;15;21850;21359,525
20230425;16;21750;21286,950
20230425;17;21550;21342,650
20230425;18;21400;21066,513
20230425;19;21550;20999,075
20230425;20;22150;21348,313
20230425;21;22200;21864,388
20230425;22;21200;20620,600
20230425;23;19350;19093,675
20230425;24;17850;17642,550


20230425;1;16750;15980,638
20230425;2;16100;15504,025
20230425;3;15700;15202,600
20230425;4;15750;15259,063
20230425;5;16350;15624,925
20230425;6;17200;16162,225
20230425;7;20500;18685,338
20230425;8;21800;20719,150
20230425;9;22250;21640,650
20230425;10;22250;21540,725
20230425;11;22150;21506,488
20230425;12;22150;21878,488
20230425;13;22250;21884,850
20230425;14;22450;21785,850
20230425;15;21850;21359,525
20230425;16;21750;21286,950
20230425;17;21550;21342,650
20230425;18;21400;21066,513
20230425;19;21550;20999,075
20230425;20;22150;21348,313
20230425;21;22200;21864,388
20230425;22;21200;20620,600
20230425;23;19350;19093,675
20230425;24;17850;17642,550
20230426;1;16800;16479,063
20230426;2;16100;15720,338
20230426;3;15800;15372,650
20230426;4;15850;15534,625
20230426;5;16350;15800,900
20230426;6;17300;16261,463
20230426;7;20600;18868,438
20230426;8;22050;20550,125
20230426;9;22550;21114,075
20230426;10;22550;20854,200
20230426;11;22050;20604,638
20230426;12;22050;21232,913
20230426;13;22150;21145,188
20230426;14;22200;21023,200
20230426;15;21550;20698,400
20230426;16;21500;20539,900
20230426;17;21300;20512,425
20230426;18;21150;20728,450
20230426;19;21250;20717,013
20230426;20;22200;21345,050
20230426;21;22450;22033,663
20230426;22;21550;21023,813
20230426;23;19750;19347,738
20230426;24;18250;17954,675


20230426;1;16800;16479,063
20230426;2;16100;15720,338
20230426;3;15800;15372,650
20230426;4;15850;15534,625
20230426;5;16350;15800,900
20230426;6;17300;16261,463
20230426;7;20600;18868,438
20230426;8;22050;20550,125
20230426;9;22550;21114,075
20230426;10;22550;20854,200
20230426;11;22050;20604,638
20230426;12;22050;21232,913
20230426;13;22150;21145,188
20230426;14;22200;21023,200
20230426;15;21550;20698,400
20230426;16;21500;20539,900
20230426;17;21300;20512,425
20230426;18;21150;20728,450
20230426;19;21250;20717,013
20230426;20;22200;21345,050
20230426;21;22450;22033,663
20230426;22;21550;21023,813
20230426;23;19750;19347,738
20230426;24;18250;17954,675
20230427;1;16900;16831,850
20230427;2;16200;16196,713
20230427;3;15900;15910,475
20230427;4;15950;15895,888
20230427;5;16450;16235,088
20230427;6;17400;16590,063
20230427;7;20700;18973,800
20230427;8;22100;20901,888
20230427;9;22650;21217,450
20230427;10;22650;20981,900
20230427;11;22200;21158,738
20230427;12;22250;21225,763
20230427;13;22300;21706,975
20230427;14;22400;21577,263
20230427;15;21600;21066,263
20230427;16;21450;21083,075
20230427;17;21350;20927,838
20230427;18;21100;20738,588
20230427;19;21150;20913,675
20230427;20;22100;21514,600
20230427;21;22450;22269,075
20230427;22;21450;21367,638
20230427;23;19450;19801,150
20230427;24;17950;18340,575


20230427;1;16900;16831,850
20230427;2;16200;16196,713
20230427;3;15900;15910,475
20230427;4;15950;15895,888
20230427;5;16450;16235,088
20230427;6;17400;16590,063
20230427;7;20700;18973,800
20230427;8;22100;20901,888
20230427;9;22650;21217,450
20230427;10;22650;20981,900
20230427;11;22200;21158,738
20230427;12;22250;21225,763
20230427;13;22300;21706,975
20230427;14;22400;21577,263
20230427;15;21600;21066,263
20230427;16;21450;21083,075
20230427;17;21350;20927,838
20230427;18;21100;20738,588
20230427;19;21150;20913,675
20230427;20;22100;21514,600
20230427;21;22450;22269,075
20230427;22;21450;21367,638
20230427;23;19450;19801,150
20230427;24;17950;18340,575
20230428;1;17000;17320,263
20230428;2;16300;16671,425
20230428;3;16000;16343,313
20230428;4;16150;16394,375
20230428;5;16550;16752,063
20230428;6;17500;17193,013
20230428;7;20750;19608,588
20230428;8;21800;21308,863
20230428;9;22200;21530,063
20230428;10;22200;20897,350
20230428;11;21750;20393,763
20230428;12;21750;20056,425
20230428;13;21800;20159,988
20230428;14;22000;19809,600
20230428;15;21300;19487,350
20230428;16;21150;19711,113
20230428;17;21050;20047,413
20230428;18;20800;20141,988
20230428;19;20900;20356,788
20230428;20;21750;20854,550
20230428;21;21950;21246,438
20230428;22;21250;20173,275
20230428;23;19500;18621,588
20230428;24;18050;17132,125


20230428;1;17000;17320,263
20230428;2;16300;16671,425
20230428;3;16000;16343,313
20230428;4;16150;16394,375
20230428;5;16550;16752,063
20230428;6;17500;17193,013
20230428;7;20750;19608,588
20230428;8;21800;21308,863
20230428;9;22200;21530,063
20230428;10;22200;20897,350
20230428;11;21750;20393,763
20230428;12;21750;20056,425
20230428;13;21800;20159,988
20230428;14;22000;19809,600
20230428;15;21300;19487,350
20230428;16;21150;19711,113
20230428;17;21050;20047,413
20230428;18;20800;20141,988
20230428;19;20900;20356,788
20230428;20;21750;20854,550
20230428;21;21950;21246,438
20230428;22;21250;20173,275
20230428;23;19500;18621,588
20230428;24;18050;17132,125
20230429;1;16259;16113,875
20230429;2;15688;15515,913
20230429;3;15338;15194,688
20230429;4;15335;15144,238
20230429;5;15313;15060,813
20230429;6;15125;14745,263
20230429;7;16115;15555,425
20230429;8;17050;16656,838
20230429;9;18417;17676,938
20230429;10;18657;18087,713
20230429;11;18272;17786,263
20230429;12;18119;17927,000
20230429;13;17985;17673,300
20230429;14;17595;17455,738
20230429;15;17000;17451,000
20230429;16;16674;17787,975
20230429;17;16586;17946,913
20230429;18;17932;17621,863
20230429;19;18136;17556,563
20230429;20;18533;17858,788
20230429;21;19086;18009,138
20230429;22;18266;17432,300
20230429;23;17061;16350,750
20230429;24;15842;15085,525


20230429;1;16259;16113,875
20230429;2;15688;15515,913
20230429;3;15338;15194,688
20230429;4;15335;15144,238
20230429;5;15313;15060,813
20230429;6;15125;14745,263
20230429;7;16115;15555,425
20230429;8;17050;16656,838
20230429;9;18417;17676,938
20230429;10;18657;18087,713
20230429;11;18272;17786,263
20230429;12;18119;17927,000
20230429;13;17985;17673,300
20230429;14;17595;17455,738
20230429;15;17000;17451,000
20230429;16;16674;17787,975
20230429;17;16586;17946,913
20230429;18;17932;17621,863
20230429;19;18136;17556,563
20230429;20;18533;17858,788
20230429;21;19086;18009,138
20230429;22;18266;17432,300
20230429;23;17061;16350,750
20230429;24;15842;15085,525
20230430;1;14051;14138,388
20230430;2;13624;13471,763
20230430;3;13289;13104,900
20230430;4;13230;13030,238
20230430;5;13230;13027,025
20230430;6;12763;12706,688
20230430;7;13066;13216,663
20230430;8;14029;14112,150
20230430;9;14840;14875,338
20230430;10;15347;15379,613
20230430;11;15326;15454,400
20230430;12;15428;16104,200
20230430;13;15937;16400,538
20230430;14;16173;15925,538
20230430;15;15968;15381,538
20230430;16;15319;14434,863
20230430;17;14479;14438,150
20230430;18;14671;14739,425
20230430;19;15612;15228,225
20230430;20;16360;15672,038
20230430;21;17202;16441,475
20230430;22;16868;16221,650
20230430;23;15950;15346,063
20230430;24;14885;14214,488


20230430;1;14051;14138,388
20230430;2;13624;13471,763
20230430;3;13289;13104,900
20230430;4;13230;13030,238
20230430;5;13230;13027,025
20230430;6;12763;12706,688
20230430;7;13066;13216,663
20230430;8;14029;14112,150
20230430;9;14840;14875,338
20230430;10;15347;15379,613
20230430;11;15326;15454,400
20230430;12;15428;16104,200
20230430;13;15937;16400,538
20230430;14;16173;15925,538
20230430;15;15968;15381,538
20230430;16;15319;14434,863
20230430;17;14479;14438,150
20230430;18;14671;14739,425
20230430;19;15612;15228,225
20230430;20;16360;15672,038
20230430;21;17202;16441,475
20230430;22;16868;16221,650
20230430;23;15950;15346,063
20230430;24;14885;14214,488
20230501;1;14650;13433,375
20230501;2;13800;12915,438
20230501;3;13400;12731,325
20230501;4;13250;12685,975
20230501;5;13300;12773,800
20230501;6;12900;12506,863
20230501;7;13600;12753,000
20230501;8;14500;13613,013
20230501;9;15400;14284,438
20230501;10;15800;14451,938
20230501;11;15800;14326,638
20230501;12;15700;14006,188
20230501;13;15500;13702,963
20230501;14;15500;13640,863
20230501;15;15550;13667,275
20230501;16;15450;13711,288
20230501;17;15450;13953,600
20230501;18;15650;14490,788
20230501;19;16200;14931,113
20230501;20;16650;15601,475
20230501;21;17200;16201,763
20230501;22;17100;15992,675
20230501;23;16300;15017,088
20230501;24;15300;13918,100


20230501;1;14650;13433,375
20230501;2;13800;12915,438
20230501;3;13400;12731,325
20230501;4;13250;12685,975
20230501;5;13300;12773,800
20230501;6;12900;12506,863
20230501;7;13600;12753,000
20230501;8;14500;13613,013
20230501;9;15400;14284,438
20230501;10;15800;14451,938
20230501;11;15800;14326,638
20230501;12;15700;14006,188
20230501;13;15500;13702,963
20230501;14;15500;13640,863
20230501;15;15550;13667,275
20230501;16;15450;13711,288
20230501;17;15450;13953,600
20230501;18;15650;14490,788
20230501;19;16200;14931,113
20230501;20;16650;15601,475
20230501;21;17200;16201,763
20230501;22;17100;15992,675
20230501;23;16300;15017,088
20230501;24;15300;13918,100
20230502;1;13800;13025,550
20230502;2;13250;12520,150
20230502;3;13000;12317,338
20230502;4;12950;12237,025
20230502;5;13000;12309,813
20230502;6;13500;12508,713
20230502;7;15350;13743,950
20230502;8;16700;14921,038
20230502;9;17650;15879,050
20230502;10;18000;16137,525
20230502;11;17950;15779,750
20230502;12;17950;15799,838
20230502;13;17950;16083,113
20230502;14;17950;16446,213
20230502;15;17950;16646,838
20230502;16;17950;16872,400
20230502;17;17950;16861,088
